username;nickname;deskripsi;view_count;like_count;comment_count;save_count;link;tanggal_posting;scraped_time;engagement_rate_content
jayfujiwara;Jay Fujiwara;at / on / in #english  #learn  #englishteacher  ;33900000.0;3300000.0;5488.0;922200.0;https://www.tiktok.com/@jayfujiwara/video/7250894560874794267?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-07-01;2023-10-27 10:40:51;0.1247105604719764
jayfujiwara;Jay Fujiwara;U R A Q T;13600000.0;1000000.0;3780.0;58900.0;https://www.tiktok.com/@jayfujiwara/video/7191216320006999301?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-01-22;2023-10-27 10:40:55;0.07813823529411765
jayfujiwara;Jay Fujiwara;I do -> I did ;15500000.0;1900000.0;11000.0;237500.0;https://www.tiktok.com/@jayfujiwara/video/7292833271543614752?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-23;2023-10-27 10:40:59;0.13861290322580644
jayfujiwara;Jay Fujiwara;Can you pronounce these tricky words? #english  #pronounciation  ;1500000.0;123900.0;1053.0;10100.0;https://www.tiktok.com/@jayfujiwara/video/7292087614897786145?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-21;2023-10-27 10:41:03;0.09003533333333333
rucenuenda1;Ruce Nuenda;"Ini masih sebagian cerita hubungan kita yang dari dulu nggak jauh dari kata LDR; Happy wedding anniv & Happy birthday suamiku @Aryo D Wiratama  ; makasih sudah mau berjuang dan bertahan sampai sekarang. Semoga perjuangan kita jadi ladang pahala 🤍🤍";19600000.0;2400000.0;10500.0;108800.0;https://www.tiktok.com/@rucenuenda1/video/7270734073822268677?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-08-24;2023-10-27 10:41:11;0.12853571428571428
rucenuenda1;Ruce Nuenda;"Safeflight @Aryo D Wiratama ; semoga sukses disana ☺️☺️ ";19000000.0;2400000.0;17100.0;86300.0;https://www.tiktok.com/@rucenuenda1/video/7235952635843513605?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-05-22;2023-10-27 10:41:15;0.1317578947368421
rucenuenda1;Ruce Nuenda;🤍🤍🤍 #CapCut  #ebra  #masyaallahtabarakkallah  ;19800000.0;3100000.0;10500.0;160000.0;https://www.tiktok.com/@rucenuenda1/video/7251794400659934470?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-07-04;2023-10-27 10:41:19;0.16517676767676767
rucenuenda1;Ruce Nuenda;Seru banget belanja di arab tuh 😍😍 #zamzamtower  #shopping  ;3300000.0;406100.0;1006.0;11400.0;https://www.tiktok.com/@rucenuenda1/video/7294190699833068806?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-27;2023-10-27 10:41:23;0.12682
agustinlocutor;agustinlocutor;🌹Crecimos escuchando los Guns 🎸Más de Sweet Child 🎶#gunsnroses  🎙#agustinlocutor  #80s  #axlrose  #sweetchildomine  #slash  #dulceniña  #locutor  #radio  ;45000.0;4690.0;38.0;320.0;https://www.tiktok.com/@agustinlocutor/video/7294425956452781318?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-27;2023-10-27 10:41:32;0.11217777777777778
agustinlocutor;agustinlocutor;🌹El poema de Axl en una servilleta 🎸La canción más poderosa de los 80 #sweetchildomine  #gunsnroses  #agustinlocutor  #slash  #axlrose  #sweetchildomine  #dulceniñamia  #1987  #locutor  #radio  #appetitefordestruction  #historiasdeclasicos  ;688200.0;64800.0;268.0;7211.0;https://www.tiktok.com/@agustinlocutor/video/7292553862089624838?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-22;2023-10-27 10:41:36;0.10502615518744551
agustinlocutor;agustinlocutor;🎶Los consejos de mamá son los mejores ❤️ Let it be #beatles   ✨️#paulmccartney  y su mamá María se encontraron en un sueño #letitbe  #agustinlocutor  #dejaloser  #mama  #dejalopasar  #beatles  #paul  #70s  #locutor  #historiasdeclasicos  #radio  #clasico  #diadelamadre2023  #🇦🇷  ;1100000.0;93400.0;727.0;11200.0;https://www.tiktok.com/@agustinlocutor/video/7289994614537325830?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-15;2023-10-27 10:41:40;0.09575181818181819
agustinlocutor;agustinlocutor;❤️ Patricio se reencontró con sus mamá en un sueño ✨️La historia de #gotasdejupiter  🎙#agustinlocutor  #train  #clasicos  #patmonahan  #diadelamadre2023  #2001  #radio  #historiasdeclasicos  #locutor  #tbt  ;228000.0;22000.0;142.0;2855.0;https://www.tiktok.com/@agustinlocutor/video/7289180708977888517?is_from_webapp=1&sender_device=pc&web_id=7294478051273590273;2023-10-13;2023-10-27 10:41:44;0.1096359649122807
ne_4_;نيف السيد;الجنبيه اطول مني😂🗡️😂#نيف  ;1800000.0;103200.0;2241.0;8871.0;https://www.tiktok.com/@ne_4_/video/7293118223392836882?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-24;2023-10-27 10:42:57;0.06350666666666667
ne_4_;نيف السيد;😂#نيف  ;3800000.0;202000.0;2456.0;14500.0;https://www.tiktok.com/@ne_4_/video/7288827580839382279?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-12;2023-10-27 10:43:00;0.05762
ne_4_;نيف السيد;😒#نيف  ;4200000.0;184000.0;2493.0;13600.0;https://www.tiktok.com/@ne_4_/video/7287504480969444616?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-08;2023-10-27 10:43:03;0.047641190476190476
ne_4_;نيف السيد;😂😂😂#نيف  ;1900000.0;104100.0;1672.0;5423.0;https://www.tiktok.com/@ne_4_/video/7287215832483122434?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-07;2023-10-27 10:43:06;0.05852368421052632
gingerbilly1;Ginger Billy;"Im excited to announce that ill be filming my first ever stand up comedy special in Duluth; Georgia on February 3rd! Hope to see yall there! ";118000.0;9854.0;152.0;398.0;https://www.tiktok.com/@gingerbilly1/video/7292958225068985631?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-23;2023-10-27 10:43:15;0.08816949152542373
gingerbilly1;Ginger Billy;Alabama fans. 😄 Go Vols!  @Justin Danger Nunley  ;598600.0;46000.0;1316.0;2132.0;https://www.tiktok.com/@gingerbilly1/video/7292457954790493470?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-22;2023-10-27 10:43:17;0.0826060808553291
gingerbilly1;Ginger Billy;When the car dont have a backup camera. ;552600.0;52400.0;415.0;2405.0;https://www.tiktok.com/@gingerbilly1/video/7286261608878247210?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-05;2023-10-27 10:43:20;0.09992761491132826
gingerbilly1;Ginger Billy;I love my Best Black Companion. ;7100000.0;821900.0;7324.0;58300.0;https://www.tiktok.com/@gingerbilly1/video/7283281843900714282?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-09-27;2023-10-27 10:43:23;0.12500338028169014
millane;millane;my typa engery;16200000.0;2800000.0;1737.0;140000.0;https://www.tiktok.com/@millane/video/7248226586435112219?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-06-24;2023-10-27 10:43:33;0.1815887037037037
millane;millane;last one was my personal fav;15700000.0;2300000.0;1995.0;120700.0;https://www.tiktok.com/@millane/video/7238574772047678747?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-05-29;2023-10-27 10:43:37;0.15431178343949045
millane;millane;how did i change into a whole different person ;31900000.0;3100000.0;6754.0;197000.0;https://www.tiktok.com/@millane/video/7226270688087264538?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-04-26;2023-10-27 10:43:41;0.10356595611285266
millane;millane;I always end up being overdressed |  stunning dress from @Revolve   *ad;388100.0;68200.0;115.0;2363.0;https://www.tiktok.com/@millane/video/7293177566532209952?is_from_webapp=1&sender_device=pc&web_id=7294478598953600513;2023-10-24;2023-10-27 10:43:45;0.1821128575109508
sorrisoda2_scdr;Erik Ribeiro 🌐;19:45 #fyp  🥳;57900.0;8989.0;14.0;789.0;https://www.tiktok.com/@sorrisoda2_scdr/video/7145596364599102725?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2022-09-21;2023-10-27 10:46:02;0.16911917098445595
sorrisoda2_scdr;Erik Ribeiro 🌐;Vizinho nem veio 😂 #fyp  ;27300.0;3770.0;23.0;123.0;https://www.tiktok.com/@sorrisoda2_scdr/video/7142885596917239046?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2022-09-13;2023-10-27 10:46:08;0.14344322344322344
sorrisoda2_scdr;Erik Ribeiro 🌐;14:38 #fyp  ;86100.0;7619.0;21.0;400.0;https://www.tiktok.com/@sorrisoda2_scdr/video/7142549134543752453?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2022-09-13;2023-10-27 10:46:13;0.09337979094076655
sorrisoda2_scdr;Erik Ribeiro 🌐;Gostei não 😩 #fyp  #foryou  ;23800.0;2516.0;10.0;42.0;https://www.tiktok.com/@sorrisoda2_scdr/video/7141136652184964379?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2022-09-09;2023-10-27 10:46:19;0.10789915966386554
cinetimmy;sophia;*REAL* footage of us <3 #joaofelix  #foryoupage  #fyp  #fypシ  #worldcup  #foryoupage  #joaofelix  #joaofelixsequeira  #joaofelix  #xzybca  ;5900000.0;1200000.0;7580.0;233900.0;https://www.tiktok.com/@cinetimmy/video/7176694291962580267?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2022-12-14;2023-10-27 10:46:32;0.2443186440677966
cinetimmy;sophia;bought tickets to go see chelsea for their summer tour 😏 hopefully joao goes #joaofelix  #joaofelix79  #joaofelixedit  #joaofelixedit  #joaofelixsequeira  #fypシ  #foryou  #foryoupage  #fypシ  #fyp  #viral  #xzybca  ;33600.0;4636.0;15.0;1206.0;https://www.tiktok.com/@cinetimmy/video/7226439419887340846?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2023-04-27;2023-10-27 10:46:38;0.1743154761904762
cinetimmy;sophia;i have nothing to post so enjoy this scrap :) #joaofelix  #joaofelix  #joaofelix79  #joaofelixedits  #joaofelixsequeira  #foryou  #fyp  #foryoupage  #fypシ  #chelseafc  #chelseafc  #joaofelixedits  #viral  #xzybca  #joaofelix  #joaofelix  ;23500.0;2662.0;0.0;591.0;https://www.tiktok.com/@cinetimmy/video/7219387024598453550?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2023-04-08;2023-10-27 10:46:44;0.13842553191489362
cinetimmy;sophia;so ready for tmr ‼️ #joaofelix  #joaofelix79  #joaofelixedit  #joaofelixedits  #joaofelixsequeira  #joaofelix7  #joaofelixportugal  #foryou  #fyp  #fypシ  #fypage  #foryoupage  #viral  #xzybca  #portugal  ;47700.0;8229.0;52.0;2434.0;https://www.tiktok.com/@cinetimmy/video/7213451185079078186?is_from_webapp=1&sender_device=pc&web_id=7294479375361246722;2023-03-23;2023-10-27 10:46:49;0.22463312368972746
brunoliima019;Bruno Lima;Ciumes genetico que fala? 😂🤡;595600.0;65700.0;199.0;2973.0;https://www.tiktok.com/@brunoliima019/video/7287710915389033733?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-09;2023-10-27 10:48:54;0.11563465413028878
brunoliima019;Bruno Lima;A beleza da mae e as doideras do pai 😂❤️;752100.0;116400.0;189.0;3743.0;https://www.tiktok.com/@brunoliima019/video/7287599545045748997?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-08;2023-10-27 10:49:00;0.15999468155830343
brunoliima019;Bruno Lima;Quando voce encontra seu par perfeito 😂 ;3300000.0;386400.0;1212.0;11700.0;https://www.tiktok.com/@brunoliima019/video/7287319752739917061?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-08;2023-10-27 10:49:06;0.12100363636363637
brunoliima019;Bruno Lima;Ela chegando no banheiro com OLÉO do nada 🤡😂 @Ste Enes  ;892700.0;125300.0;207.0;3971.0;https://www.tiktok.com/@brunoliima019/video/7286890160841641221?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-06;2023-10-27 10:49:12;0.14504088719614652
itspierreboo;Pierre;;827000.0;136500.0;4711.0;5924.0;https://www.tiktok.com/@itspierreboo/video/7290647976962182443?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-17;2023-10-27 10:49:24;0.17791414752116083
itspierreboo;Pierre;AD @Charlotte Tilbury ’s favorite French word is “Mon Cheri”! I think my favorite English word is now “Darling” 🥰 what a beautiful moment at club magic inspired by @Elton John AIDS Foundation  ;653000.0;70400.0;376.0;1735.0;https://www.tiktok.com/@itspierreboo/video/7288029780480462122?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-10;2023-10-27 10:49:30;0.11104287901990811
itspierreboo;Pierre;gym in Paris;258800.0;29000.0;635.0;809.0;https://www.tiktok.com/@itspierreboo/video/7289889131780443434?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-15;2023-10-27 10:49:36;0.11763523956723339
itspierreboo;Pierre;channeling my inner Lynch;74100.0;12600.0;316.0;466.0;https://www.tiktok.com/@itspierreboo/video/7294337439093607722?is_from_webapp=1&sender_device=pc&web_id=7294480110731347458;2023-10-27;2023-10-27 10:49:41;0.18059379217273955
tonylopez;Tony Lopez;;1700000.0;279800.0;860.0;21300.0;https://www.tiktok.com/@tonylopez/video/7292686412502125867?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-23;2023-10-27 10:52:36;0.1776235294117647
tonylopez;Tony Lopez;;678600.0;279800.0;860.0;21300.0;https://www.tiktok.com/@tonylopez/video/7292686412502125867?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-23;2023-10-27 10:52:44;0.44497494842322427
tonylopez;Tony Lopez;Nah not ready for this conversation ;2000000.0;281000.0;1768.0;12000.0;https://www.tiktok.com/@tonylopez/video/7288867975283739947?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-12;2023-10-27 10:52:50;0.147384
tonylopez;Tony Lopez;;2500000.0;378100.0;908.0;23100.0;https://www.tiktok.com/@tonylopez/video/7286919894417935658?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-07;2023-10-27 10:52:55;0.1608432
steven_he;Steven He;True story #stevenhe  #Comedy  #skit  #asian ;25500000.0;4500000.0;22100.0;227100.0;https://www.tiktok.com/@steven_he/video/7030992907083582725?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2021-11-16;2023-10-27 10:53:08;0.18624313725490196
steven_he;Steven He;#stevenhe  #skit  #asian ;13500000.0;2800000.0;17200.0;176500.0;https://www.tiktok.com/@steven_he/video/6964785473898171653?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2021-05-21;2023-10-27 10:53:15;0.22175555555555557
steven_he;Steven He;Bloopers on YouTube 🔥👌🏻 #steven  #comedy  #sketch  #game  #gta ;12400000.0;2300000.0;13200.0;152800.0;https://www.tiktok.com/@steven_he/video/7011544238987021574?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2021-09-24;2023-10-27 10:53:21;0.1988709677419355
steven_he;Steven He;@youtooz  x Steven He available for 1 more week 👑✨ #youtooz  #emotionaldamage  ;71300.0;8192.0;63.0;462.0;https://www.tiktok.com/@steven_he/video/7293607482289671466?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-25;2023-10-27 10:53:28;0.12225806451612903
cellat36;cellat36;;6000000.0;272200.0;2883.0;11700.0;https://www.tiktok.com/@cellat36/video/7290235407088815365?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-16;2023-10-27 10:53:41;0.04779716666666667
cellat36;cellat36;Mbappe dokunsalar ağlayacak;3400000.0;241000.0;1843.0;10700.0;https://www.tiktok.com/@cellat36/video/7288008502835006726?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-10;2023-10-27 10:53:47;0.0745714705882353
cellat36;cellat36;Cigerimi delme cigerimi ye  ;2200000.0;119400.0;2980.0;4855.0;https://www.tiktok.com/@cellat36/video/7277270618658147590?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-11;2023-10-27 10:53:54;0.05783409090909091
cellat36;cellat36;Sarışın yeşil gözlü kedi istiyorum;4400000.0;183800.0;4348.0;7932.0;https://www.tiktok.com/@cellat36/video/7273556007056362757?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-01;2023-10-27 10:54:01;0.04456363636363636
shahdzn;Shahd Naser;ADمبسوطه اليوم اني قاعده اسوي هالميكب لوك مستوحى من Elsa بالتعاون مع شارلوت تلبري و ديزني 😍 عملو هالتعاون مع بعض بمناسبه اكمال ديزني ١٠٠ سنه و اكمال شارلوت تلبري ١٠ سنوات 💗 طبعا المنتجات كلها من Charlotte Tilbury لو حابين تطلبوها بتلاقوها موجوده في محلاتهم في الامارات ، قطر ، الكويت و اخيرااا في السعوديه جده 😍 قولولي شو رايكم باللوك ❄️ #DISNEY100xCHARLOTTETILBURY  @Charlotte Tilbury  ;78900.0;5055.0;69.0;251.0;https://www.tiktok.com/@shahdzn/video/7286876763655802114?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-06;2023-10-27 10:54:13;0.06812420785804817
shahdzn;Shahd Naser;شو اكتر منتج بتحبوه من فازلين ؟ 😍 حبيت اخدكم معي على ايفنت Gluta Glow لفازلين عشان تشوفوا الvibes و الاجواء الحلوه !! المهم لازم تجربوا هاللوشنز الجداد اسمهم Gluta-Hya من عندهم كتير حلوين و قوامهم خفيف و بيعطي glow من اول مره💗 @VaselineArabia   #Flauntyourglow ;64099.99999999999;3612.0;18.0;236.0;https://www.tiktok.com/@shahdzn/video/7284302153160625410?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-30;2023-10-27 10:54:20;0.06031201248049923
shahdzn;Shahd Naser;Replying to @Haneen.  و هي لوك روج احمر 😍♥️ شو رايكم ؟;150700.0;10100.0;92.0;359.0;https://www.tiktok.com/@shahdzn/video/7284175516528119042?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-29;2023-10-27 10:54:27;0.07001327140013272
shahdzn;Shahd Naser;"New and must try from @The Ordinary  ; shop now @SephoraMiddleEast   #BarrierIsNotABuzzWord  #theordinary ";903900.0;58700.0;397.0;12900.0;https://www.tiktok.com/@shahdzn/video/7282779763247156481?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-25;2023-10-27 10:54:34;0.0796515101228012
celinaspookyboo;CelinaSpookyBoo;The Adam Project is out soon on @netflix  @vancityreynolds  #theadamproject ;19300000.0;3300000.0;17300.0;90500.0;https://www.tiktok.com/@celinaspookyboo/video/7068434438945819909?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-02-25;2023-10-27 10:54:46;0.1765699481865285
celinaspookyboo;CelinaSpookyBoo;;113700000.0;21800000.0;348100.0;1400000.0;https://www.tiktok.com/@celinaspookyboo/video/6924542970448465158?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2021-02-02;2023-10-27 10:54:53;0.20710729991204926
celinaspookyboo;CelinaSpookyBoo;This experience BLEW MY MIND ;96000.0;9615.0;98.0;373.0;https://www.tiktok.com/@celinaspookyboo/video/7294379502015188230?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-27;2023-10-27 10:55:00;0.1050625
celinaspookyboo;CelinaSpookyBoo;;543000.0;65200.0;1591.0;1384.0;https://www.tiktok.com/@celinaspookyboo/video/7293670377262255365?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-25;2023-10-27 10:55:06;0.1255524861878453
patec_wariatec;Patec_Wariatec;Moj papa z JuEsEj;80900.0;7600.0;46.0;97.0;https://www.tiktok.com/@patec_wariatec/video/7287546626409794859?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-08;2023-10-27 10:55:18;0.09571075401730532
patec_wariatec;Patec_Wariatec;Miałem okazje polatać z naszym najlepszym pilotem akrobacyjnym @Lukasz.czepiela  🛩️. Żaden park rozrywki nie dostarczy takich wrażeń. Zresztą zobaczcie sami. To wszystko przy okazji prezentacji nowej oferty Redbullmobile napędzanej przez @TMobilePol  !;16700.0;1618.0;15.0;29.0;https://www.tiktok.com/@patec_wariatec/video/7287237502023339310?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-07;2023-10-27 10:55:23;0.09952095808383234
patec_wariatec;Patec_Wariatec;@Julia Żugaj🧡🐶  #chórjuliazugaj  #konkurskolęd  ;2000000.0;285000.0;3310.0;17800.0;https://www.tiktok.com/@patec_wariatec/video/7280107549016231211?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-18;2023-10-27 10:55:29;0.153055
patec_wariatec;Patec_Wariatec;🐊🎋🕷️;393400.0;36700.0;185.0;844.0;https://www.tiktok.com/@patec_wariatec/video/7273437425978838314?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-08-31;2023-10-27 10:55:35;0.09590493136756482
esen_alva;Esen;Si estaba salada ni comadre jaja #storytime  #anecdota  #edimburgo  #viaje  #historia  ;12700000.0;2500000.0;10100.0;184700.0;https://www.tiktok.com/@esen_alva/video/7176785384943226118?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-12-14;2023-10-27 10:55:47;0.21218897637795275
esen_alva;Esen;Seremos xd #comedia  #humor  #risa  #sketch  #diademuertos  #esenalva ;16200000.0;2200000.0;7243.0;184600.0;https://www.tiktok.com/@esen_alva/video/7161206845665824005?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-11-02;2023-10-27 10:55:54;0.14764462962962963
esen_alva;Esen;¿Team manzanita o marcianito? #comedia  #humor  #risa  #android  #apple  #sketch  #esenalva ;37300000.0;4200000.0;41400.0;305900.0;https://www.tiktok.com/@esen_alva/video/7131242548164562181?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-08-13;2023-10-27 10:56:01;0.12191152815013405
esen_alva;Esen;Va estar bueniso este concurso 👀🎃👻 @Islas Vlogs  #comedia  #humor  #claselibre ;119300.0;10000.0;135.0;280.0;https://www.tiktok.com/@esen_alva/video/7294074335751310598?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-26;2023-10-27 10:56:08;0.08730092204526405
dindahw14;Dinda Hauw;"Semoga bunda di berikan umur panjang; dan bisa menemani shaka & kaba sampai nanti kalian dewasa… aamiin ya Allah ; terimakasih ya Allah 🫶 #masyaallahtabarakkallah  ";29500.0;4422.0;50.0;182.0;https://www.tiktok.com/@dindahw14/video/7293393427327241478?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-25;2023-10-27 10:56:20;0.15776271186440677
dindahw14;Dinda Hauw;"Asemm ya Kaba 🥹 Usil banget ayahnyaa @Rey    Buat ibu2 muda kaya aku nih aku spill Hands Free Breastpump Mom Uung @MOM UUNG  yang baru launching;  Nyaman banget dipake kegiatan apapun Hisapannya paling maksimal dan stabil. Ngebantu aku banget. Apalagi momen mengASIhi Kaba gaboleh kelewat. ASI ku melimpah BERKUALITAS; lihat adik Kaba makin gemoy seneng banget😍  #MomUung  #asibooster  #rekomendasiasibooster  #asiboosterterbaikku  #topmomuung ";367300.0;23300.0;80.0;552.0;https://www.tiktok.com/@dindahw14/video/7285311104425757957?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-02;2023-10-27 10:56:27;0.06515654778110537
dindahw14;Dinda Hauw;❤️;8300000.000000001;475500.0;1090.0;18000.0;https://www.tiktok.com/@dindahw14/video/7283830626833222917?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-28;2023-10-27 10:56:34;0.05958915662650602
dindahw14;Dinda Hauw;Kaba 🤍;1600000.0;74300.0;340.0;2098.0;https://www.tiktok.com/@dindahw14/video/7283086423828319493?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-26;2023-10-27 10:56:40;0.04796125
narins.beauty_;Narins Beauty;شامبو Dercos من @Vichy Laboratoires  لإزالة القشرة، بصراحة بجنن الشامبو و رح تلاحظوا فرق من اول استخدام 💚#vichyskincare  ;1000000.0;67500.0;283.0;5715.0;https://www.tiktok.com/@narins.beauty_/video/7286872152190618882?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-06;2023-10-27 10:56:52;0.073498
narins.beauty_;Narins Beauty;هاد الفونديشن مستحيل😍😍@SHEGLAM    #SHEGLAM  #SHEGLAMfoundationbalm  ;1600000.0;61400.0;209.0;4840.0;https://www.tiktok.com/@narins.beauty_/video/7286194863425506562?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-05;2023-10-27 10:56:57;0.041530625
narins.beauty_;Narins Beauty;شو اعمل بأمي و باسكال؟ الي صار كتير كبير و الضحية كان سيروم جينيسيس من @Kérastase 😭😭  ;2500000.0;158700.0;561.0;7884.0;https://www.tiktok.com/@narins.beauty_/video/7285404147002658050?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-02;2023-10-27 10:57:03;0.066858
narins.beauty_;Narins Beauty;التعليقات بس عملنا عمليات انفنا 😂🙈 @Cedra  ;2800000.0;225700.0;459.0;9532.0;https://www.tiktok.com/@narins.beauty_/video/7284606714706414850?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-30;2023-10-27 10:57:09;0.08417535714285715
gakbakaljoget;TRETAN MUSLIM;Warga jakarta msh newbie soal asap  #whypeoplesowhy  #negativecommentwillbeforgiven  ;50000.0;3534.0;72.0;60.0;https://www.tiktok.com/@gakbakaljoget/video/7285665363931548933?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-03;2023-10-27 10:57:20;0.07332
gakbakaljoget;TRETAN MUSLIM;#stitch  with @Muhsin Khan  next apalagi ?  #whypeoplesowhy  #negativecommentwillbeforgiven  ;27600000.0;1900000.0;13800.0;74400.0;https://www.tiktok.com/@gakbakaljoget/video/7164639624390921498?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-11-11;2023-10-27 10:57:26;0.07203623188405797
gakbakaljoget;TRETAN MUSLIM;Sering FYP di live cc @UNICEF  #whypeoplesowhy  #negativecommentwillbeforgiven  ;3100000.0;271800.0;3387.0;10600.0;https://www.tiktok.com/@gakbakaljoget/video/7167341082420710682?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-11-18;2023-10-27 10:57:32;0.09218935483870967
gakbakaljoget;TRETAN MUSLIM;Tenang ada gibran disini   #negativecommentwillbeforgiven  ;48100.0;4428.0;99.0;152.0;https://www.tiktok.com/@gakbakaljoget/video/7294171316465257733?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-10-27;2023-10-27 10:57:38;0.09727650727650727
duolingobrasil;Duolingo Brasil 🇧🇷;Indo ali (sequestr4r famílias) #indoali  #duolingo  #duolingobrasil  ;20100000.0;3200000.0;84800.0;329000.0;https://www.tiktok.com/@duolingobrasil/video/7278076446717873413?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2023-09-13;2023-10-27 10:57:49;0.1797910447761194
duolingobrasil;Duolingo Brasil 🇧🇷;Me gusta las papas fritas 😳🚨🗣 #duolingobrasil  #batatafrita  ;16800000.0;2400000.0;56800.0;245500.0;https://www.tiktok.com/@duolingobrasil/video/7164110204877933829?is_from_webapp=1&sender_device=pc&web_id=7294480820487095810;2022-11-10;2023-10-27 10:57:55;0.16085119047619048
